date,volume,adjusted
2021-11-05,676900,91.6073532104492
2021-11-08,599400,92.7524337768555
2021-11-09,503900,93.1723098754883
2021-11-10,566400,93.1818466186523
2021-11-11,490900,93.7257766723633
2021-11-12,667200,93.7066879272461
2021-11-15,613900,94.5559539794922
2021-11-16,662700,94.8708572387695
2021-11-17,658600,96.1018371582031
2021-11-18,539500,95.262092590332
2021-11-19,635000,95.8823699951172
2021-11-22,578500,95.8346481323242
2021-11-23,604600,94.9471969604492
2021-11-24,393000,94.8708572387695
2021-11-26,606900,94.2315139770508
2021-11-29,511100,94.594123840332
2021-11-30,1543900,92.4757232666016
2021-12-01,778600,92.2371444702148
2021-12-02,826800,94.1551742553711
2021-12-03,748700,93.8689117431641
2021-12-06,753800,94.1074600219727
2021-12-07,730400,95.5292892456055
2021-12-08,561100,96.3117599487305
2021-12-09,544500,95.8155746459961
2021-12-10,645100,96.2068023681641
2021-12-13,776900,95.9777908325195
2021-12-14,1043800,95.806022644043
2021-12-15,811600,96.7602615356445
2021-12-16,844100,96.6075820922852
2021-12-17,1561200,94.3269500732422
2021-12-20,868900,91.5787200927734
2021-12-21,918400,92.1035537719727
2021-12-22,752600,92.1989822387695
2021-12-23,552300,93.4394989013672
2021-12-27,417800,94.7849884033203
2021-12-28,379400,94.2124404907227
2021-12-29,350900,94.9567489624023
2021-12-30,434500,96.3976516723633
2021-12-31,401700,97.1228713989258
2022-01-03,677200,97.4950332641602
2022-01-04,1533100,99.1649551391602
